time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-08-13T18:48:48.950Z,41.2922,-127.3103,10,4.5,mb,,174,2.484,1.37,us,us1000321k,2015-11-17T00:13:26.040Z,"264km W of Crescent City, California",earthquake,8.2,1.3,0.063,73,reviewed,us,us
2015-08-13T18:27:23.390Z,41.3844,-126.9374,10,3.8,mb,,220,2.189,1.39,us,us100035sx,2015-11-17T00:13:25.040Z,"231km W of Crescent City, California",earthquake,10.1,2,0.207,6,reviewed,us,us
2015-04-10T07:04:24.330Z,41.7687,-126.5961,10,2.5,ml,,240,1.821,0.87,us,us200025jr,2015-06-22T23:18:55.040Z,"193km WSW of Gold Beach, Oregon",earthquake,9.4,2,0.059,38,reviewed,us,us
2015-03-04T13:51:38.380Z,40.6706,-127.0117,11.67,3,md,,260,2.27,0.84,us,usc000tuxi,2017-02-07T08:52:54.581Z,"232km W of Ferndale, California",earthquake,9.3,9.8,0.113,13,reviewed,us,nc
2015-02-26T17:45:28.810Z,41.6995,-126.8291,10.64,2.5,ml,,224,2.008,0.23,us,usc000tuls,2015-05-19T00:28:44.040Z,"214km W of Brookings, Oregon",earthquake,12.2,5.1,0.085,18,reviewed,us,us
2015-02-26T16:13:31.700Z,41.792,-126.7413,13.4,4,mb,,236,1.921,1.77,us,usc000ttcu,2015-05-19T00:28:44.040Z,"203km WSW of Gold Beach, Oregon",earthquake,10.2,8.8,0.196,8,reviewed,us,us
2015-02-12T14:09:08.630Z,41.3941,-126.9719,11.04,2.8,ml,,263,2.501,1.46,us,usb000tqa7,2015-05-11T23:20:09.040Z,"234km W of Crescent City, California",earthquake,10,10.1,0.091,16,reviewed,us,us
2015-01-11T18:49:50.690Z,41.8069,-126.5622,10.64,2.5,ml,,258,1.787,1.06,us,usc000tibq,2015-04-10T18:56:36.040Z,"189km WSW of Gold Beach, Oregon",earthquake,9.6,10.3,0.071,26,reviewed,us,us
2015-01-06T11:12:18.890Z,42.676,-126.7963333,4.685,2.69,md,9,324,2.527,2.26,uw,uw60945337,2016-07-22T19:43:17.260Z,off the coast of Oregon,earthquake,27,31.61,0.048,5,reviewed,uw,uw
2014-12-23T00:37:22.010Z,41.8479,-126.8775,10,3.1,ml,,253,2.008,1.02,us,usc000t9at,2017-02-05T10:49:57.822Z,"212km WSW of Gold Beach, Oregon",earthquake,8.1,2,0.059,38,reviewed,us,us
2014-12-19T02:40:02.490Z,41.1093,-126.819,12.64,4.4,mb,,205,2.132,0.96,us,usc000t84t,2017-02-05T10:15:03.333Z,"223km WNW of Ferndale, California",earthquake,10.5,7.1,0.107,32,reviewed,us,us
2014-12-19T02:35:02.270Z,40.8417,-126.5622,6.71,3.6,mb,,255,1.921,0.93,us,usc000t84j,2017-02-05T10:14:57.984Z,"196km W of Ferndale, California",earthquake,11.3,13.2,0.353,7,reviewed,us,us
2014-12-19T01:53:05.680Z,41.2438,-127.3495,7.79,3.8,mb,,195,2.53,1.35,us,usc000tcs7,2015-03-06T02:59:02.040Z,"268km W of Crescent City, California",earthquake,10.9,6.4,0.359,3,reviewed,us,us
2014-12-19T01:42:30.370Z,41.0051,-127.3106,10,4.6,mwr,,208,2.493,0.92,us,usc000t84b,2017-02-05T10:14:15.349Z,"261km WNW of Ferndale, California",earthquake,8.9,2,0.089,12,reviewed,us,us
2014-12-08T10:00:26.000Z,42.9391667,-126.7821667,4.852,2.57,md,16,322,2.153,1.02,uw,uw60942606,2016-07-22T19:42:21.440Z,off the coast of Oregon,earthquake,6.83,31.61,0.075,4,reviewed,uw,uw
2014-11-18T14:08:11.620Z,42.8993333,-126.9311667,4.852,2.51,md,23,304,2.269,6.58,uw,uw60919367,2016-07-22T19:41:31.610Z,off the coast of Oregon,earthquake,43.36,31.61,0.035,3,reviewed,uw,uw
2014-11-17T18:32:07.540Z,41.2138,-127.544,10,3.2,md,,305,2.676,0.55,us,usb000t0hw,2017-02-05T04:59:36.985Z,"285km W of Crescent City, California",earthquake,5.5,2,0.118,23,reviewed,us,nc
2014-11-17T18:26:47.390Z,41.1376,-126.9482,10,3.3,md,,258,2.232,0.68,us,usc000sy6z,2017-02-05T04:59:31.704Z,"234km WNW of Ferndale, California",earthquake,4.4,2,0.164,34,reviewed,us,nc
2014-11-13T05:12:15.910Z,42.9031667,-126.6886667,3.864,2.59,md,12,307,2.343,1.96,uw,uw60914792,2016-07-22T19:41:12.880Z,off the coast of Oregon,earthquake,17.3,31.61,0.039,4,reviewed,uw,uw
2014-11-07T08:53:59.020Z,41.9143,-126.3465,24.2,3.2,ml,,281,1.607,1.38,us,usc000svbg,2017-02-05T02:43:39.687Z,"168km WSW of Gold Beach, Oregon",earthquake,8.3,2,0.224,14,reviewed,nc,nc
2014-11-06T19:32:20.690Z,42.259,-127.0427,10,3,ml,,221,2.092,0.8,us,usc000sv4b,2016-07-22T19:40:53.360Z,"216km W of Gold Beach, Oregon",earthquake,10.4,2,0.062,36,reviewed,us,us
2014-06-15T09:21:55.910Z,41.7197,-127.0215,10,3.2,md,,322,2.343,1.21,us,usc000rmju,2017-02-04T00:33:35.062Z,"228km WSW of Gold Beach, Oregon",earthquake,,2,0.156,22,reviewed,nc,nc
2014-06-12T20:48:10.740Z,41.5998,-126.9047,10,3.2,md,,312,2.243,0.48,us,usc000rlgu,2017-02-04T00:14:16.633Z,"223km WSW of Brookings, Oregon",earthquake,,2,0.12,27,reviewed,nc,nc
2014-05-25T06:22:08.550Z,42.4268333,-126.9208333,3.864,2.59,md,14,302,2.341,0.59,uw,uw60782957,2016-07-22T19:29:14.450Z,off the coast of Oregon,earthquake,4.38,31.61,0.064,7,reviewed,uw,uw
2014-05-15T11:57:07.370Z,41.1542,-127.1415,10,3.2,md,,320,2.233,0.92,us,usb000r28t,2017-02-03T19:58:57.845Z,"250km WNW of Ferndale, California",earthquake,,2,0.172,37,reviewed,nc,nc
2014-03-13T19:13:16.650Z,41.846,-126.88,10.16,4.6,mb,,88,2.01,1.02,us,usc000nnwk,2014-05-16T21:51:39.000Z,"212km WSW of Gold Beach, Oregon",earthquake,,4.2,0.097,36,reviewed,us,us
2014-03-13T19:11:34.640Z,41.9039,-126.8982,10,5.5,mww,,63,2.013,1.14,us,usc000nah5,2017-02-03T09:55:49.106Z,"212km WSW of Gold Beach, Oregon",earthquake,,1.8,,,reviewed,us,us
2014-03-05T18:40:12.000Z,42.4313333,-126.5541667,4.011,2.61,md,6,338,2.15,2.95,uw,uw60708227,2016-07-22T19:25:46.820Z,off the coast of Oregon,earthquake,46.99,31.61,0.054,3,reviewed,uw,uw
2014-03-05T18:25:28.560Z,42.2457,-126.7988,10,3.4,mb,,219,1.911,0.54,us,usc000nbgq,2016-07-22T19:25:46.590Z,"196km W of Gold Beach, Oregon",earthquake,,2,0.245,7,reviewed,us,us
2014-02-15T19:17:15.200Z,40.6464,-127.1811,10,3,ml,,261,2.4,0.67,us,usc000nfdf,2014-04-30T21:18:22.000Z,"246km W of Ferndale, California",earthquake,,2,0.081,22,reviewed,us,us
2014-01-31T00:15:28.300Z,41.716,-126.9267,16.7,2.8,ml,,306,2.075,0.74,us,usc000mmqm,2017-02-03T00:46:18.081Z,"221km WSW of Gold Beach, Oregon",earthquake,,9.2,0.18,7,reviewed,nc,nc
2014-01-30T11:42:58.720Z,41.8817,-127.0407,10,3,ml,,273,2.122,0.66,us,usc000mdkd,2014-04-08T01:43:17.000Z,"224km WSW of Gold Beach, Oregon",earthquake,,2,0.085,20,reviewed,us,us
2014-01-30T10:34:40.490Z,41.8603,-126.9358,8.01,3,ml,,217,2.049,1.16,us,usc000mqk1,2014-04-08T01:43:17.000Z,"216km WSW of Gold Beach, Oregon",earthquake,,8.6,0.077,24,reviewed,us,us
2014-01-30T00:02:55.660Z,41.8692,-126.8385,10,4.7,mb,,171,1.976,0.87,us,usc000mdbk,2017-02-03T00:36:35.783Z,"208km WSW of Gold Beach, Oregon",earthquake,,1.9,0.07,66,reviewed,us,us
2013-12-31T00:08:45.080Z,42.832,-126.8108333,4.016,2.67,md,11,317,2.633,0.4,uw,uw60663661,2016-07-22T19:21:51.060Z,off the coast of Oregon,earthquake,5.35,31.61,,2,reviewed,uw,uw
2013-12-04T17:24:59.450Z,42.9633333,-126.8351667,4.182,2.58,md,13,304,1.839,0.5,uw,uw60644576,2016-07-22T19:20:24.120Z,off the coast of Oregon,earthquake,4.23,31.61,0.075,4,reviewed,uw,uw
2013-12-01T13:54:33.500Z,41.7405,-127.0315,10,3.1,ml,,295,2.138,1.25,us,usb000l8sp,2017-02-02T01:32:35.670Z,"228km WSW of Gold Beach, Oregon",earthquake,,5.8,0.1,,reviewed,nc,nc
2013-12-01T13:27:13.370Z,41.7388,-126.9102,10,3,ml,,292,2.057,1.32,us,usb000l8s8,2017-02-02T01:32:25.311Z,"218km WSW of Gold Beach, Oregon",earthquake,,1.9,0.113,,reviewed,nc,nc
2013-12-01T13:22:04.960Z,41.901,-126.74,10.85,2.9,ml,,200,1.897,1.48,us,usb000lbwr,2014-02-12T01:08:40.000Z,"199km WSW of Gold Beach, Oregon",earthquake,,8.1,0.059,,reviewed,us,us
2013-12-01T13:19:23.790Z,41.7012,-126.949,10.55,3,ml,,202,2.094,1.14,us,usb000l8s4,2017-02-02T01:32:19.789Z,"223km WSW of Gold Beach, Oregon",earthquake,,3.1,0.1,,reviewed,us,nc
2013-12-01T10:03:06.200Z,41.7545,-127.0623,5,3.1,md,,298,2.165,1.07,us,usc000lh6e,2017-02-02T01:30:53.554Z,"230km WSW of Gold Beach, Oregon",earthquake,,9.4,0.2,,reviewed,nc,nc
2013-12-01T03:19:38.090Z,41.6832,-126.8781,10.09,5.5,mww,,46,2.047,0.94,us,usb000l8n7,2017-02-02T01:28:54.370Z,"218km WSW of Gold Beach, Oregon",earthquake,,2.5,,,reviewed,us,us
2013-12-01T02:39:17.600Z,41.6425,-126.9877,10,4.2,mb,,313,2.138,0.86,us,usb000l8mu,2017-02-02T01:28:32.861Z,"228km WSW of Gold Beach, Oregon",earthquake,,4,0.095,,reviewed,nc,us
2013-11-13T12:37:10.300Z,41.7797,-126.6566,10,3.2,ml,,245,1.862,1.25,us,usb000kwu2,2017-02-01T23:02:03.548Z,"197km WSW of Gold Beach, Oregon",earthquake,,2,0.056,,reviewed,us,us
2013-11-13T12:17:43.070Z,41.7462,-126.9528,10,4,mb,,252,2.085,0.97,us,usb000kwtp,2017-02-01T23:01:57.142Z,"221km WSW of Gold Beach, Oregon",earthquake,,2,0.232,,reviewed,us,us
2013-11-13T12:12:48.550Z,41.7636,-127.1539,10,2.9,ml,,266,2.228,0.72,us,usb000kwtk,2014-01-31T21:22:18.000Z,"237km WSW of Gold Beach, Oregon",earthquake,,2,0.062,,reviewed,us,us
2013-11-04T05:57:16.140Z,41.0454,-127.2203,10,4.6,mb,,179,2.262,1.2,us,usb000ks9r,2017-02-01T21:28:48.894Z,"254km WNW of Ferndale, California",earthquake,,1.8,0.078,,reviewed,us,us
2013-11-03T05:58:46.490Z,41.1556,-127.1922,10,3.8,mb,,246,2.27,1.13,us,usb000krxc,2017-02-01T21:21:07.505Z,"255km WNW of Ferndale, California",earthquake,,2,0.253,,reviewed,us,us
2013-11-01T06:13:15.520Z,41.0897,-127.4181,7.99,3,ml,,255,2.418,0.97,us,usb000kqti,2017-02-01T21:02:55.493Z,"272km WNW of Ferndale, California",earthquake,,8.7,0.069,,reviewed,us,us
2013-09-03T08:53:03.070Z,42.8399,-126.7683,10,2.6,ml,,293,1.79,0.51,us,usb000k7mz,2016-07-22T19:16:28.300Z,"186km W of Port Orford, Oregon",earthquake,,2,0.097,,reviewed,us,us
2013-08-19T00:27:41.600Z,41.802,-126.7927,5,4.3,mwr,,302,1.949,1.44,us,usb000j66m,2017-02-01T09:12:57.789Z,"207km WSW of Gold Beach, Oregon",earthquake,,4.2,0.056,,reviewed,nc,us
2013-05-20T14:07:58.540Z,41.472,-127.064,10,4.4,mb,104,198.5,,1.22,us,usb000gzse,2017-01-31T17:05:44.453Z,"239km WSW of Brookings, Oregon",earthquake,,,,35,reviewed,us,us
2013-05-20T13:56:30.340Z,41.391,-127.001,10,4.2,mb,44,191.5,,0.93,us,usb000gzrs,2014-11-07T01:50:51.243Z,"236km W of Crescent City, California",earthquake,,,,9,reviewed,us,us
2013-05-20T13:34:02.070Z,41.145,-127.423,10,2.9,ml,16,219.8,,1.15,us,us2013qkex,2014-11-07T01:50:51.240Z,"273km WNW of Ferndale, California",earthquake,,0,,,reviewed,us,us
2013-05-20T13:23:43.630Z,41.277,-127.252,10,4.2,mb,75,177.5,,0.91,us,usb000gzru,2014-11-07T01:50:51.219Z,"260km W of Crescent City, California",earthquake,,,,24,reviewed,us,us
2013-05-20T13:20:53.180Z,41.364,-127.352,8.9,4.3,mb,85,190,,1.39,us,usb000gzrl,2014-11-07T01:50:51.212Z,"266km W of Crescent City, California",earthquake,,27.5,,21,reviewed,us,us
2013-05-20T13:19:30.680Z,41.323,-127.117,10,4.2,mb,42,176.9,,0.63,us,usb000gzqd,2014-11-07T01:50:51.208Z,"247km W of Crescent City, California",earthquake,,,,11,reviewed,us,us
2013-05-20T13:12:44.040Z,41.375,-127.392,10,4.3,mb,119,175.7,,1.44,us,usb000gzrk,2017-01-31T17:05:10.318Z,"269km W of Crescent City, California",earthquake,,,,32,reviewed,us,us
2013-05-20T13:10:57.220Z,41.121,-127.324,10,3.1,ml,22,215.8,,1.14,us,us2013qkew,2014-11-07T01:50:51.194Z,"265km WNW of Ferndale, California",earthquake,,,,,reviewed,us,us
2013-05-20T13:06:14.630Z,41.489,-126.974,10,2.9,ml,31,206.9,,1.24,us,us2013qkev,2014-11-07T01:50:51.190Z,"232km W of Crescent City, California",earthquake,,0,,,reviewed,us,us
2012-12-19T13:58:21.440Z,40.679,-127.214,10,4.2,mb,33,212.2,,0.86,us,usp000jx59,2014-11-07T01:49:37.813Z,off the coast of Northern California,earthquake,,,,1,reviewed,us,us
2012-11-03T01:52:23.680Z,43.0238333,-126.856,4.936,2.65,md,23,327,2.607,0.7,uw,uw60483916,2016-07-22T19:02:50.850Z,off the coast of Oregon,earthquake,4.83,31.61,,1,reviewed,uw,uw
2012-10-31T13:00:15.010Z,41.798,-127.048,10,4.2,mb,43,209,,0.99,us,usp000juuj,2014-11-07T01:49:12.305Z,off the coast of Northern California,earthquake,,,,4,reviewed,us,us
2012-10-26T14:18:20.090Z,42.041,-126.895,10,3.3,ml,76,183.6,,1.23,us,usp000jufk,2014-11-07T01:49:08.906Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2012-10-14T01:23:44.770Z,42.9273333,-126.9268333,4.934,2.54,md,26,284,2.23,0.75,uw,uw60464047,2016-07-22T19:02:04.180Z,off the coast of Oregon,earthquake,14.19,19.28,0.098,5,reviewed,uw,uw
2012-09-17T04:43:56.620Z,42.4043333,-126.6721667,3.104,2.67,md,8,316,2.157,0.23,uw,uw60452767,2016-07-22T19:00:52.660Z,off the coast of Oregon,earthquake,2.62,31.61,0.049,5,reviewed,uw,uw
2012-09-17T01:35:24.700Z,42.4003333,-126.4291667,3.864,2.57,md,17,302,1.982,0.5,uw,uw60452722,2016-07-22T19:00:50.940Z,off the coast of Oregon,earthquake,5.63,31.61,0.074,9,reviewed,uw,uw
2012-09-09T12:35:13.350Z,42.4563333,-126.8841667,4.869,2.57,md,12,313,2.284,1.57,uw,uw60449842,2016-07-22T19:00:31.170Z,off the coast of Oregon,earthquake,20.33,31.61,0.035,4,reviewed,uw,uw
2012-08-22T23:43:21.080Z,42.464,-126.694,10,2.8,ml,28,236.8,,1.24,us,usp000jqmr,2014-11-07T01:48:36.631Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2012-05-04T21:55:49.920Z,42.0898333,-126.7095,3.99,2.51,md,18,288,1.851,0.45,uw,uw60399067,2016-07-22T18:11:17.430Z,off the coast of Oregon,earthquake,1.8,38.77,0.211,9,reviewed,uw,uw
2012-04-17T19:23:28.300Z,43.0236667,-126.8771667,4.182,2.56,md,14,309,1.873,0.5,uw,uw60410071,2016-07-22T18:10:38.370Z,off the coast of Oregon,earthquake,5.07,42.83,0.112,5,reviewed,uw,uw
2012-03-13T10:07:02.200Z,42.11,-126.819,10,4.2,mb,96,184.8,,1.27,us,usp000jg5y,2015-03-24T01:27:14.717Z,off the coast of Oregon,earthquake,,,,22,reviewed,us,us
2012-02-07T04:16:07.380Z,42.984,-126.362,10,3.2,ml,53,193,,1.23,us,usp000jemg,2016-07-22T18:07:51.790Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2012-02-04T19:08:14.740Z,42.845,-127.997,10,2.6,md,17,287.2,,1.39,us,usp000jeg6,2016-07-22T18:07:46.900Z,off the coast of Oregon,earthquake,,,,,reviewed,us,sea
2012-01-13T06:04:39.120Z,41.98,-126.822,10,2.8,ml,23,205.1,,0.91,us,usp000jde5,2014-11-07T01:46:46.781Z,off the coast of Northern California,earthquake,,,,,reviewed,us,us
2012-01-05T11:41:06.500Z,41.032,-127.178,5,3.2,md,50,205.4,,,us,usp000jd2r,2017-01-26T19:04:13.596Z,off the coast of Northern California,earthquake,,,,,reviewed,nc,nc
2011-12-04T15:56:45.490Z,42.776,-127.838,10,3.5,ml,62,247,,0.94,us,usp000jbts,2014-11-07T01:46:31.024Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2011-11-22T01:02:22.090Z,42.165,-127.078,10,4.1,mb,34,203.9,,1.31,us,usp000jb84,2014-11-07T01:46:23.659Z,off the coast of Oregon,earthquake,,,,7,reviewed,us,us
2011-09-18T14:38:08.960Z,40.642,-127.29,10,2.8,ml,14,279,,1.09,us,usp000j88h,2014-11-07T01:45:55.175Z,off the coast of Northern California,earthquake,,,,,reviewed,us,us
2011-09-18T13:33:25.810Z,40.68,-126.958,10,2.6,ml,15,270.5,,0.83,us,usp000j88e,2017-01-25T06:30:11.411Z,off the coast of Northern California,earthquake,,,,,reviewed,us,us
2011-08-28T02:20:13.190Z,41.8121667,-127.0565,20.82,3.42,md,16,295,2.144,0.27,nc,nc71628745,2017-01-25T03:04:19.830Z,off the coast of Northern California,earthquake,7.92,12.79,0.203,36,reviewed,nc,nc
2011-06-18T10:49:11.370Z,41.88,-126.997,10,5.2,mwc,244,112.7,,1.3,us,usp000j3cc,2017-01-24T16:28:14.170Z,off the coast of Northern California,earthquake,,,,,reviewed,us,gcmt
2011-06-18T02:41:16.170Z,41.879,-126.831,10,4.2,mb,79,202.6,,1.33,us,usp000j3br,2017-01-24T16:26:51.049Z,off the coast of Northern California,earthquake,,,,21,reviewed,us,us
2011-04-14T01:34:39.800Z,40.737,-126.402,10,4.4,mb,56,205.9,,0.93,us,usp000hzwx,2017-01-24T08:17:51.293Z,off the coast of Northern California,earthquake,,,,6,reviewed,us,us
2011-04-12T01:12:05.580Z,42.34,-126.887,10,4.2,mb,41,245.2,,1.26,us,usp000hzsu,2016-07-22T17:40:25.360Z,off the coast of Oregon,earthquake,,,,9,reviewed,us,us
2011-03-25T23:19:03.730Z,42.61,-126.65,10,4.4,mb,183,163.2,,1.18,us,usp000hykw,2016-07-22T17:39:16.730Z,off the coast of Oregon,earthquake,,,,59,reviewed,us,us
2011-03-25T03:59:02.040Z,42.656,-126.604,10,3,ml,15,218.4,,1.09,us,usp000hyhs,2016-07-22T17:39:14.970Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2011-03-20T20:41:42.380Z,42.648,-126.635,10,3.2,ml,14,221.2,,1.06,us,usp000hy3f,2016-07-22T17:38:59.620Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2011-02-21T17:00:06.310Z,41.2323333,-126.8431667,4.92,3.22,md,10,313,2.254,0.06,nc,nc71048369,2017-01-24T01:04:38.306Z,off the coast of Northern California,earthquake,0.97,31.61,0.044,6,reviewed,nc,nc
2011-02-21T16:59:55.000Z,41.175,-127.136,5,3.1,md,16,195.2,,,us,usp000huv9,2017-01-24T01:04:33.352Z,off the coast of Northern California,earthquake,,,,,reviewed,nc,nc
2010-11-27T21:02:54.020Z,40.876,-127.319,10,4.2,mb,45,196.5,,1.02,us,usp000hq7m,2017-01-23T08:19:31.848Z,off the coast of Northern California,earthquake,,,,5,reviewed,us,us
2010-10-13T10:50:23.890Z,41.936,-127.038,10,4.8,mwc,113,128.8,,1.24,us,usp000hn20,2017-01-23T03:15:30.400Z,off the coast of Northern California,earthquake,,,,,reviewed,us,gcmt
2010-08-16T16:19:11.000Z,41.346,-126.662,23.2,3.3,md,7,318.8,,,us,usp000hja8,2017-01-22T20:48:42.365Z,off the coast of Northern California,earthquake,,,,,reviewed,nc,nc
2010-07-04T00:51:51.310Z,43.024,-127.086,10,2.5,ml,10,276.1,,0.77,us,usp000heve,2016-07-22T17:09:06.830Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2010-05-15T08:20:37.630Z,41.4596667,-126.9626667,8.99,3.36,md,8,308,2.177,0.13,nc,nc71398406,2017-01-22T09:28:41.180Z,off the coast of Northern California,earthquake,1.53,31.61,0.28,23,reviewed,nc,nc
2010-05-14T19:33:03.560Z,42.248,-126.394,10,4,mb,102,206.1,,1.34,us,usp000hcrw,2016-07-14T01:18:17.390Z,off the coast of Oregon,earthquake,,,,15,reviewed,us,us
2010-05-14T19:10:25.380Z,42.24,-126.454,10,4,mb,88,171.6,,1.4,us,usp000hcrv,2014-11-07T01:41:29.324Z,off the coast of Oregon,earthquake,,,,12,reviewed,us,us
2010-05-13T05:35:12.200Z,42.263,-126.499,10,5.3,mwc,273,106.4,,1.22,us,usp000hcpr,2016-11-10T02:28:09.924Z,off the coast of Oregon,earthquake,,,,,reviewed,us,gcmt
2010-05-02T00:24:24.100Z,42.744,-127.668,10,2.5,ml,12,313.5,,0.38,us,usp000hc6c,2014-11-07T01:41:24.965Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us
2010-04-15T10:10:33.710Z,40.6336667,-126.6478333,9.622,2.87,md,13,303,1.766,0.25,nc,nc71382486,2017-01-22T05:57:48.056Z,off the coast of Northern California,earthquake,14.03,31.61,0.157,14,reviewed,nc,nc
2010-03-06T02:23:12.360Z,40.6886667,-127.0021667,6.172,2.96,md,17,303,2.039,0.14,nc,nc71359280,2017-01-22T00:51:08.439Z,off the coast of Northern California,earthquake,8.12,7.76,0.157,19,reviewed,nc,nc
